운행연월,노드,정류장명,시간대,이용자유형,승차,하차
202605,CNU,충남대학교,11,경로,14,28
202605,CNU,충남대학교,12,경로,17,23
202605,CNU,충남대학교,13,경로,14,24
202605,CNU,충남대학교,14,경로,7,45
202605,CNU,충남대학교,15,경로,10,24
202605,CNU,충남대학교,16,경로,33,27
202605,CNU,충남대학교,17,경로,17,25
202605,CNU,충남대학교,18,경로,4,11
202605,CNU,충남대학교,19,경로,6,9
202605,CNU,충남대학교,20,경로,1,7
202605,CNU,충남대학교,21,경로,3,3
202605,CNU,충남대학교,22,경로,1,2
202605,CNU,충남대학교,08,장애인,0,1
202605,CNU,충남대학교,10,장애인,1,0
202605,CNU,충남대학교,14,장애인,2,2
202605,CNU,충남대학교,17,장애인,0,1
202605,CNU,충남대학교,06,일반인,18,2
202605,CNU,충남대학교,07,일반인,72,18
202605,CNU,충남대학교,08,일반인,207,30
202605,CNU,충남대학교,09,일반인,113,79
202605,CNU,충남대학교,10,일반인,129,32
202605,CNU,충남대학교,11,일반인,85,17
202605,CNU,충남대학교,12,일반인,140,21
202605,CNU,충남대학교,13,일반인,85,25
202605,CNU,충남대학교,14,일반인,76,18
202605,CNU,충남대학교,15,일반인,155,37
202605,CNU,충남대학교,16,일반인,116,32
202605,CNU,충남대학교,17,일반인,171,13
202605,CNU,충남대학교,18,일반인,192,28
202605,CNU,충남대학교,19,일반인,99,12
202605,CNU,충남대학교,20,일반인,134,10
202605,CNU,충남대학교,21,일반인,109,9
202605,CNU,충남대학교,22,일반인,108,16
202605,CNU,충남대학교,11,어린이,6,0
202605,CNU,충남대학교,14,어린이,1,0
202605,CNU,충남대학교,15,어린이,4,0
202605,CNU,충남대학교,06,청소년,1,0
202605,CNU,충남대학교,07,청소년,3,0
202605,CNU,충남대학교,08,청소년,1,3
202605,CNU,충남대학교,09,청소년,3,1
202605,CNU,충남대학교,10,청소년,4,3
202605,CNU,충남대학교,11,청소년,6,4
202605,CNU,충남대학교,12,청소년,11,3
202605,CNU,충남대학교,13,청소년,16,1
202605,CNU,충남대학교,14,청소년,6,1
202605,CNU,충남대학교,15,청소년,21,5
202605,CNU,충남대학교,16,청소년,18,8
202605,CNU,충남대학교,17,청소년,21,3
202605,CNU,충남대학교,18,청소년,16,3
202605,CNU,충남대학교,19,청소년,2,3
202605,CNU,충남대학교,20,청소년,8,3
202605,CNU,충남대학교,21,청소년,4,3
202605,CNU,충남대학교,22,청소년,12,3
202605,CNU,충남대학교,07,경로,0,1
202605,CNU,충남대학교,08,경로,0,1
202605,CNU,충남대학교,09,경로,4,1
202605,CNU,충남대학교,10,경로,1,1
202605,CNU,충남대학교,11,경로,7,0
202605,CNU,충남대학교,12,경로,14,0
202605,CNU,충남대학교,13,경로,11,2
202605,CNU,충남대학교,14,경로,9,2
202605,CNU,충남대학교,15,경로,7,7
202605,CNU,충남대학교,16,경로,7,2
202605,CNU,충남대학교,17,경로,3,5
202605,CNU,충남대학교,18,경로,3,2
202605,CNU,충남대학교,19,경로,6,1
202605,CNU,충남대학교,20,경로,4,0
202605,CNU,충남대학교,21,경로,2,0
202605,CNU,충남대학교,22,경로,1,0
202605,CNU,충남대학교,08,국가유공자,1,0
202605,CNU,충남대학교,06,일반인,42,20
202605,CNU,충남대학교,07,일반인,40,48
202605,CNU,충남대학교,08,일반인,87,175
202605,CNU,충남대학교,09,일반인,100,236
202605,CNU,충남대학교,10,일반인,161,131
202605,CNU,충남대학교,11,일반인,113,75
202605,CNU,충남대학교,12,일반인,226,158
202605,CNU,충남대학교,13,일반인,168,133
202605,CNU,충남대학교,14,일반인,225,135
202605,CNU,충남대학교,15,일반인,241,111
202605,CNU,충남대학교,16,일반인,387,130
202605,CNU,충남대학교,17,일반인,378,148
202605,CNU,충남대학교,18,일반인,509,247
202605,CNU,충남대학교,19,일반인,166,96
202605,CNU,충남대학교,20,일반인,196,115
202605,CNU,충남대학교,21,일반인,221,163
202605,CNU,충남대학교,22,일반인,152,122
202605,CNU,충남대학교,11,어린이,2,6
202605,CNU,충남대학교,12,어린이,0,1
202605,CNU,충남대학교,13,어린이,3,0
202605,CNU,충남대학교,14,어린이,1,2
202605,CNU,충남대학교,15,어린이,0,3
202605,CNU,충남대학교,16,어린이,0,1
202605,CNU,충남대학교,17,어린이,0,7
202605,CNU,충남대학교,18,어린이,2,3
202605,CNU,충남대학교,20,어린이,0,1
202605,CNU,충남대학교,21,어린이,1,0
202605,CNU,충남대학교,06,청소년,3,0
202605,CNU,충남대학교,07,청소년,4,10
202605,CNU,충남대학교,08,청소년,5,7
202605,CNU,충남대학교,09,청소년,9,14
202605,CNU,충남대학교,10,청소년,13,17
202605,CNU,충남대학교,11,청소년,10,13
202605,CNU,충남대학교,12,청소년,24,17
202605,CNU,충남대학교,13,청소년,19,15
202605,CNU,충남대학교,14,청소년,22,14
202605,CNU,충남대학교,15,청소년,29,30
202605,CNU,충남대학교,16,청소년,46,45
202605,CNU,충남대학교,17,청소년,28,18
202605,CNU,충남대학교,18,청소년,39,41
202605,CNU,충남대학교,19,청소년,7,9
202605,CNU,충남대학교,20,청소년,11,6
202605,CNU,충남대학교,21,청소년,17,9
202605,CNU,충남대학교,22,청소년,16,5
202605,CNU,충남대학교,06,경로,2,42
202605,CNU,충남대학교,07,경로,3,15
202605,CNU,충남대학교,08,경로,21,18
202605,CNU,충남대학교,09,경로,32,21
202605,CNU,충남대학교,10,경로,30,32
202605,CNU,충남대학교,11,경로,36,29
202605,CNU,충남대학교,12,경로,40,32
202605,CNU,충남대학교,13,경로,22,22
202605,CNU,충남대학교,14,경로,27,17
202605,CNU,충남대학교,15,경로,31,33
202605,CNU,충남대학교,16,경로,23,30
202605,CNU,충남대학교,17,경로,20,17
202605,CNU,충남대학교,18,경로,13,13
202605,CNU,충남대학교,19,경로,7,5
202605,CNU,충남대학교,20,경로,3,10
202605,CNU,충남대학교,21,경로,3,8
202605,CNU,충남대학교,22,경로,1,5
202605,CNU,충남대학교,08,장애인,1,0
202605,CNU,충남대학교,11,장애인,0,1
202605,CNU,충남대학교,15,장애인,5,0
202605,CNU,충남대학교,16,장애인,1,0
202605,CNU,충남대학교,17,장애인,1,0
202605,CNU,충남대학교,18,장애인,0,2
202605,CNU,충남대학교,22,장애인,0,1
202605,CNU,충남대학교,08,국가유공자,0,1
202605,CNU,충남대학교,11,국가유공자,0,1
202605,CNU,충남대학교,06,일반인,21,15
202605,CNU,충남대학교,07,일반인,67,47
202605,CNU,충남대학교,08,일반인,97,157
202605,CNU,충남대학교,09,일반인,73,189
202605,CNU,충남대학교,10,일반인,71,154
202605,CNU,충남대학교,11,일반인,81,92
202605,CNU,충남대학교,12,일반인,114,155
202605,CNU,충남대학교,13,일반인,115,127
202605,CNU,충남대학교,14,일반인,163,116
202605,CNU,충남대학교,15,일반인,204,117
202605,CNU,충남대학교,16,일반인,319,98
202605,CNU,충남대학교,17,일반인,297,96
202605,CNU,충남대학교,18,일반인,331,109
202605,CNU,충남대학교,19,일반인,155,96
202605,CNU,충남대학교,20,일반인,132,59
202605,CNU,충남대학교,21,일반인,162,49
202605,CNU,충남대학교,22,일반인,140,83
202605,CNU,충남대학교,23,일반인,44,16
202605,CNU,충남대학교,08,어린이,1,0
202605,CNU,충남대학교,13,어린이,1,0
202605,CNU,충남대학교,14,어린이,0,2
202605,CNU,충남대학교,15,어린이,3,0
202605,CNU,충남대학교,16,어린이,1,2
202605,CNU,충남대학교,17,어린이,1,0
202605,CNU,충남대학교,18,어린이,1,3
202605,CNU,충남대학교,19,어린이,1,3
202605,CNU,충남대학교,20,어린이,2,1
202605,CNU,충남대학교,07,청소년,5,1
202605,CNU,충남대학교,08,청소년,0,16
202605,CNU,충남대학교,09,청소년,1,12
202605,CNU,충남대학교,10,청소년,5,23
202605,CNU,충남대학교,11,청소년,4,18
202605,CNU,충남대학교,12,청소년,13,5
202605,CNU,충남대학교,13,청소년,11,13
202605,CNU,충남대학교,14,청소년,26,14
202605,CNU,충남대학교,15,청소년,23,12
202605,CNU,충남대학교,16,청소년,34,13
202605,CNU,충남대학교,17,청소년,23,16
202605,CNU,충남대학교,18,청소년,15,7
202605,CNU,충남대학교,19,청소년,17,5
202605,CNU,충남대학교,20,청소년,6,9
202605,CNU,충남대학교,21,청소년,18,5
202605,CNU,충남대학교,22,청소년,16,7
202605,CNU,충남대학교,23,청소년,5,2
202605,CNU,충남대학교,06,경로,18,0
202605,CNU,충남대학교,07,경로,28,19
202605,CNU,충남대학교,08,경로,28,7
202605,CNU,충남대학교,09,경로,14,4
202605,CNU,충남대학교,10,경로,8,12
202605,CNU,충남대학교,11,경로,12,13
202605,CNU,충남대학교,12,경로,6,12
202605,CNU,충남대학교,13,경로,30,16
202605,CNU,충남대학교,14,경로,35,20
202605,CNU,충남대학교,15,경로,10,11
202605,CNU,충남대학교,16,경로,11,15
202605,CNU,충남대학교,17,경로,11,23
202605,CNU,충남대학교,18,경로,15,10
202605,CNU,충남대학교,19,경로,7,2
202605,CNU,충남대학교,20,경로,6,5
202605,CNU,충남대학교,21,경로,22,2
202605,CNU,충남대학교,22,경로,2,1
202605,CNU,충남대학교,23,경로,0,1
202605,CNU,충남대학교,09,장애인,1,1
202605,CNU,충남대학교,11,장애인,1,0
202605,CNU,충남대학교,14,장애인,1,0
202605,CNU,충남대학교,15,장애인,2,0
202605,CNU,충남대학교,16,장애인,0,1
202605,CNU,충남대학교,17,장애인,1,0
202605,CNU,충남대학교,18,장애인,2,0
202605,CNU,충남대학교,22,장애인,1,0
202605,CNU,충남대학교,23,장애인,1,0
202605,CNU,충남대학교,11,국가유공자,0,1
202605,CNU,충남대학교,16,국가유공자,1,0
202605,CNU,충남대학교,05,일반인,33,17
202605,CNU,충남대학교,06,일반인,245,47
202605,CNU,충남대학교,07,일반인,653,100
202605,CNU,충남대학교,08,일반인,828,361
202605,CNU,충남대학교,09,일반인,655,279
202605,CNU,충남대학교,10,일반인,507,192
202605,CNU,충남대학교,11,일반인,600,258
202605,CNU,충남대학교,12,일반인,894,340
202605,CNU,충남대학교,13,일반인,740,361
202605,CNU,충남대학교,14,일반인,745,260
202605,CNU,충남대학교,15,일반인,1073,284
202605,CNU,충남대학교,16,일반인,1399,346
202605,CNU,충남대학교,17,일반인,1340,360
202605,CNU,충남대학교,18,일반인,1551,397
202605,CNU,충남대학교,19,일반인,947,256
202605,CNU,충남대학교,20,일반인,937,261
202605,CNU,충남대학교,21,일반인,938,261
202605,CNU,충남대학교,22,일반인,828,177
202605,CNU,충남대학교,23,일반인,4,3
202605,CNU,충남대학교,09,어린이,2,0
202605,CNU,충남대학교,10,어린이,1,0
202605,CNU,충남대학교,11,어린이,1,0
202605,CNU,충남대학교,12,어린이,4,3
202605,CNU,충남대학교,13,어린이,1,6
202605,CNU,충남대학교,15,어린이,3,3
202605,CNU,충남대학교,16,어린이,5,0
202605,CNU,충남대학교,17,어린이,1,0
202605,CNU,충남대학교,18,어린이,1,0
202605,CNU,충남대학교,20,어린이,0,2
202605,CNU,충남대학교,21,어린이,0,1
202605,CNU,충남대학교,05,청소년,8,0
202605,CNU,충남대학교,06,청소년,15,2
202605,CNU,충남대학교,07,청소년,49,2
202605,CNU,충남대학교,08,청소년,33,11
202605,CNU,충남대학교,09,청소년,70,16
202605,CNU,충남대학교,10,청소년,62,5
202605,CNU,충남대학교,11,청소년,56,12
202605,CNU,충남대학교,12,청소년,88,17
202605,CNU,충남대학교,13,청소년,89,17
202605,CNU,충남대학교,14,청소년,81,21
202605,CNU,충남대학교,15,청소년,138,23
202605,CNU,충남대학교,16,청소년,170,40
202605,CNU,충남대학교,17,청소년,121,29
202605,CNU,충남대학교,18,청소년,154,31
202605,CNU,충남대학교,19,청소년,96,28
202605,CNU,충남대학교,20,청소년,93,22
202605,CNU,충남대학교,21,청소년,65,25
202605,CNU,충남대학교,22,청소년,103,14
202605,CNU,충남대학교,23,청소년,2,0
202605,CNU,충남대학교,05,경로,4,1
202605,CNU,충남대학교,06,경로,44,3
202605,CNU,충남대학교,07,경로,56,3
202605,CNU,충남대학교,08,경로,75,11
202605,CNU,충남대학교,09,경로,68,27
202605,CNU,충남대학교,10,경로,103,12
202605,CNU,충남대학교,11,경로,93,29
202605,CNU,충남대학교,12,경로,78,34
202605,CNU,충남대학교,13,경로,72,34
202605,CNU,충남대학교,14,경로,87,27
202605,CNU,충남대학교,15,경로,134,41
202605,CNU,충남대학교,16,경로,88,26
202605,CNU,충남대학교,17,경로,46,24
202605,CNU,충남대학교,18,경로,39,10
202605,CNU,충남대학교,19,경로,35,16
202605,CNU,충남대학교,20,경로,45,6
202605,CNU,충남대학교,21,경로,20,4
202605,CNU,충남대학교,22,경로,7,0
202605,CNU,충남대학교,09,장애인,0,1
202605,CNU,충남대학교,11,장애인,0,1
202605,CNU,충남대학교,12,장애인,1,0
202605,CNU,충남대학교,13,장애인,0,1
202605,CNU,충남대학교,14,장애인,0,1
202605,CNU,충남대학교,16,장애인,3,0
202605,CNU,충남대학교,19,장애인,3,0
202605,CNU,충남대학교,20,장애인,2,1
202605,CNU,충남대학교,21,장애인,1,1
202605,CNU,충남대학교,22,장애인,10,1
202605,CNU,충남대학교,09,국가유공자,1,0
202605,CNU,충남대학교,11,국가유공자,1,1
202605,CNU,충남대학교,13,국가유공자,1,0
202605,CNU,충남대학교,14,국가유공자,1,0
202605,CNU,충남대학교,15,국가유공자,3,0
202605,CNU,충남대학교,20,국가유공자,1,0
202605,CNU,충남대학교,21,국가유공자,1,0
202605,CNU,충남대학교,05,일반인,7,14
202605,CNU,충남대학교,06,일반인,69,225
202605,CNU,충남대학교,07,일반인,189,669
202605,CNU,충남대학교,08,일반인,539,1137
202605,CNU,충남대학교,09,일반인,460,998
202605,CNU,충남대학교,10,일반인,217,729
202605,CNU,충남대학교,11,일반인,306,546
202605,CNU,충남대학교,12,일반인,326,695
202605,CNU,충남대학교,13,일반인,311,684
202605,CNU,충남대학교,14,일반인,318,626
202605,CNU,충남대학교,15,일반인,295,676
202605,CNU,충남대학교,16,일반인,434,813
202605,CNU,충남대학교,17,일반인,454,949
202605,CNU,충남대학교,18,일반인,584,1223
202605,CNU,충남대학교,19,일반인,295,643
202605,CNU,충남대학교,20,일반인,220,565
202605,CNU,충남대학교,21,일반인,258,589
202605,CNU,충남대학교,22,일반인,227,530
202605,CNU,충남대학교,23,일반인,74,76
202605,CNU,충남대학교,07,어린이,0,1
202605,CNU,충남대학교,09,어린이,0,2
202605,CNU,충남대학교,10,어린이,0,1
202605,CNU,충남대학교,12,어린이,0,1
202605,CNU,충남대학교,13,어린이,0,2
202605,CNU,충남대학교,14,어린이,0,1
202605,CNU,충남대학교,15,어린이,2,1
202605,CNU,충남대학교,16,어린이,3,3
202605,CNU,충남대학교,17,어린이,2,3
202605,CNU,충남대학교,18,어린이,2,1
202605,CNU,충남대학교,19,어린이,2,1
202605,CNU,충남대학교,21,어린이,0,2
202605,CNU,충남대학교,06,청소년,0,6
202605,CNU,충남대학교,07,청소년,14,30
202605,CNU,충남대학교,08,청소년,47,129
202605,CNU,충남대학교,09,청소년,49,82
202605,CNU,충남대학교,10,청소년,19,90
202605,CNU,충남대학교,11,청소년,37,68
202605,CNU,충남대학교,12,청소년,32,66
202605,CNU,충남대학교,13,청소년,45,67
202605,CNU,충남대학교,14,청소년,40,62
202605,CNU,충남대학교,15,청소년,32,90
202605,CNU,충남대학교,16,청소년,37,105
202605,CNU,충남대학교,17,청소년,56,68
202605,CNU,충남대학교,18,청소년,73,81
202605,CNU,충남대학교,19,청소년,36,63
202605,CNU,충남대학교,20,청소년,33,51
202605,CNU,충남대학교,21,청소년,18,48
202605,CNU,충남대학교,22,청소년,26,45
202605,CNU,충남대학교,23,청소년,4,15
202605,CNU,충남대학교,05,경로,1,31
202605,CNU,충남대학교,06,경로,14,203
202605,CNU,충남대학교,07,경로,53,93
202605,CNU,충남대학교,08,경로,47,156
202605,CNU,충남대학교,09,경로,67,169
202605,CNU,충남대학교,10,경로,68,126
202605,CNU,충남대학교,11,경로,73,113
202605,CNU,충남대학교,12,경로,57,128
202605,CNU,충남대학교,13,경로,27,121
202605,CNU,충남대학교,14,경로,29,130
202605,CNU,충남대학교,15,경로,37,137
202605,CNU,충남대학교,16,경로,43,145
202605,CNU,충남대학교,17,경로,33,130
202605,CNU,충남대학교,18,경로,11,70
202605,CNU,충남대학교,19,경로,6,72
202605,CNU,충남대학교,20,경로,6,56
202605,CNU,충남대학교,21,경로,1,42
202605,CNU,충남대학교,22,경로,8,8
202605,CNU,충남대학교,10,장애인,1,1
202605,CNU,충남대학교,11,장애인,0,1
202605,CNU,충남대학교,12,장애인,2,0
202605,CNU,충남대학교,14,장애인,1,2
202605,CNU,충남대학교,16,장애인,1,0
202605,CNU,충남대학교,17,장애인,0,1
202605,CNU,충남대학교,18,장애인,0,2
202605,CNU,충남대학교,20,장애인,1,2
202605,CNU,충남대학교,21,장애인,0,3
202605,CNU,충남대학교,22,장애인,1,7
202605,CNU,충남대학교,23,장애인,0,9
202605,CNU,충남대학교,08,국가유공자,1,3
202605,CNU,충남대학교,09,국가유공자,0,2
202605,CNU,충남대학교,11,국가유공자,2,4
202605,CNU,충남대학교,12,국가유공자,0,3
202605,CNU,충남대학교,14,국가유공자,0,7
202605,CNU,충남대학교,15,국가유공자,1,5
202605,CNU,충남대학교,16,국가유공자,1,8
202605,CNU,충남대학교,17,국가유공자,0,2
202605,CNU,충남대학교,19,국가유공자,1,1
202605,CNU,충남대학교,21,국가유공자,0,1
202605,CNU,충남대학교,05,일반인,1,2
202605,CNU,충남대학교,06,일반인,30,25
202605,CNU,충남대학교,07,일반인,183,27
202605,CNU,충남대학교,08,일반인,261,76
202605,CNU,충남대학교,09,일반인,253,79
202605,CNU,충남대학교,10,일반인,154,43
202605,CNU,충남대학교,11,일반인,153,47
202605,CNU,충남대학교,12,일반인,245,80
202605,CNU,충남대학교,13,일반인,161,59
202605,CNU,충남대학교,14,일반인,190,57
202605,CNU,충남대학교,15,일반인,205,64
202605,CNU,충남대학교,16,일반인,231,94
202605,CNU,충남대학교,17,일반인,207,127
202605,CNU,충남대학교,18,일반인,209,110
202605,CNU,충남대학교,19,일반인,125,65
202605,CNU,충남대학교,20,일반인,94,34
202605,CNU,충남대학교,21,일반인,122,38
202605,CNU,충남대학교,22,일반인,128,42
202605,CNU,충남대학교,08,어린이,1,0
202605,CNU,충남대학교,09,어린이,0,2
202605,CNU,충남대학교,10,어린이,6,1
202605,CNU,충남대학교,11,어린이,2,2
202605,CNU,충남대학교,12,어린이,1,1
202605,CNU,충남대학교,13,어린이,4,1
202605,CNU,충남대학교,14,어린이,2,0
202605,CNU,충남대학교,15,어린이,2,2
202605,CNU,충남대학교,16,어린이,1,5
202605,CNU,충남대학교,17,어린이,1,2
202605,CNU,충남대학교,18,어린이,0,1
202605,CNU,충남대학교,20,어린이,0,1
202605,CNU,충남대학교,21,어린이,2,0
202605,CNU,충남대학교,06,청소년,0,4
202605,CNU,충남대학교,07,청소년,1,0
202605,CNU,충남대학교,08,청소년,7,1
202605,CNU,충남대학교,09,청소년,5,4
202605,CNU,충남대학교,10,청소년,11,2
202605,CNU,충남대학교,11,청소년,19,8
202605,CNU,충남대학교,12,청소년,10,14
202605,CNU,충남대학교,13,청소년,22,10
202605,CNU,충남대학교,14,청소년,16,6
202605,CNU,충남대학교,15,청소년,27,8
202605,CNU,충남대학교,16,청소년,25,15
202605,CNU,충남대학교,17,청소년,16,19
202605,CNU,충남대학교,18,청소년,17,15
202605,CNU,충남대학교,19,청소년,15,8
202605,CNU,충남대학교,20,청소년,13,8
202605,CNU,충남대학교,21,청소년,7,8
202605,CNU,충남대학교,22,청소년,7,16
202605,CNU,충남대학교,06,경로,16,0
202605,CNU,충남대학교,07,경로,12,3
202605,CNU,충남대학교,08,경로,14,6
202605,CNU,충남대학교,09,경로,37,15
202605,CNU,충남대학교,10,경로,31,14
202605,CNU,충남대학교,11,경로,26,17
202605,CNU,충남대학교,12,경로,30,33
202605,CNU,충남대학교,13,경로,22,10
202605,CNU,충남대학교,14,경로,33,24
202605,CNU,충남대학교,15,경로,20,15
202605,CNU,충남대학교,16,경로,23,16
202605,CNU,충남대학교,17,경로,45,17
202605,CNU,충남대학교,18,경로,23,11
202605,CNU,충남대학교,19,경로,11,2
202605,CNU,충남대학교,20,경로,3,3
202605,CNU,충남대학교,21,경로,2,2
202605,CNU,충남대학교,22,경로,3,2
202605,CNU,충남대학교,14,장애인,0,1
202605,CNU,충남대학교,18,장애인,0,1
202605,CNU,충남대학교,07,국가유공자,3,0
202605,CNU,충남대학교,08,국가유공자,1,0
202605,CNU,충남대학교,11,국가유공자,0,1
202605,CNU,충남대학교,13,국가유공자,1,1
202605,CNU,충남대학교,17,국가유공자,0,3
202605,CNU,충남대학교,18,국가유공자,0,1
202605,CNU,충남대학교,06,일반인,31,62
202605,CNU,충남대학교,07,일반인,58,49
202605,CNU,충남대학교,08,일반인,118,132
202605,CNU,충남대학교,09,일반인,177,201
