"영업월","역사","승하차 구분","00시 통행량","01시 통행량","02시 통행량","03시 통행량","04시 통행량","05시 통행량","06시 통행량","07시 통행량","08시 통행량","09시 통행량","10시 통행량","11시 통행량","12시 통행량","13시 통행량","14시 통행량","15시 통행량","16시 통행량","17시 통행량","18시 통행량","19시 통행량","20시 통행량","21시 통행량","22시 통행량","23시 통행량"
"2025-04","반석역","승차","19","0","0","0","2","1939","5660","22701","31320","16286","11082","9681","9669","10698","8994","10296","12093","15070","20462","9598","7132","6789","5630","2930"
"2025-04","반석역","하차","896","0","0","0","0","1003","4386","10257","15309","7450","5802","6834","8357","9396","9300","11770","15343","21528","28922","12172","10424","10645","9989","4155"
"2025-04","서대전네거리역","승차","36","0","0","0","55","2932","4362","12959","22158","10241","9126","9818","9998","10071","9104","10118","11392","12854","14696","7394","5711","4592","3405","2016"
"2025-04","서대전네거리역","하차","369","0","0","0","42","1022","2256","6409","16895","9451","7740","8469","8636","10157","9338","10644","13144","15673","23778","11147","7795","7341","6695","3470"
"2025-04","시청역","승차","26","3","1","0","19","1028","2721","6306","11031","7622","8123","9420","10144","10682","10920","13473","16138","22568","35560","13100","13309","12375","12654","5535"
"2025-04","시청역","하차","319","2","0","0","17","1537","4025","13678","44092","18647","10980","10072","10698","12396","12127","12691","15115","16860","21114","10101","6670","5810","4141","2664"
"2025-04","신흥역","승차","4","0","0","0","1","1757","2676","10051","13008","5834","3313","3055","3240","3211","2442","2132","2708","3247","3213","1676","1079","724","551","213"
"2025-04","신흥역","하차","203","0","0","0","0","229","693","1308","2163","1406","1605","2001","2624","2532","2692","3991","5266","5831","9995","5277","3606","3828","3223","1721"
"2025-04","오룡역","승차","17","0","0","0","12","2063","3274","9914","20464","7852","5608","6069","6987","6498","5651","5856","7740","8254","15698","4849","3004","2462","1590","845"
"2025-04","오룡역","하차","91","0","0","0","5","564","1642","4626","14862","6603","4036","4075","4367","4844","4760","6522","7240","8973","14802","6269","4793","4470","3915","2643"
"2025-04","용문역","승차","5","0","0","0","60","3241","5821","14321","28675","11967","10499","11576","12578","13234","12600","12340","13515","13973","13349","7682","7296","7471","4174","3265"
"2025-04","용문역","하차","7","0","0","0","48","617","2448","6229","16246","12361","10302","11375","10242","10976","11101","12901","14418","17165","28679","15151","9666","9243","6875","4251"
"2025-04","월드컵경기장역","승차","10","0","0","0","0","651","2173","6486","11886","5277","4186","4012","4161","4453","3810","4669","5179","5465","9185","3920","2312","2135","962","399"
"2025-04","월드컵경기장역","하차","512","0","0","0","0","335","1353","4266","6086","3350","2880","3004","3277","3450","3690","5679","5466","5949","9086","4211","3298","3348","2958","1763"
"2025-04","월평역","승차","57","0","0","0","11","1820","3297","7043","13290","6908","5336","5035","5368","5972","5807","6490","7041","7611","9452","4576","3749","3390","2468","1230"
"2025-04","월평역","하차","412","0","0","0","6","366","822","2973","7965","5679","4680","4897","5576","5672","6015","6683","7269","8777","13168","6428","5470","5761","4856","3210"
"2025-04","유성온천역","승차","150","2","0","0","10","2756","6534","18164","33015","14837","12962","12992","15665","16011","16115","18034","21142","22794","23819","13031","11116","10309","6795","4356"
"2025-04","유성온천역","하차","768","0","0","0","18","2111","3755","9271","22781","17225","13501","14330","14151","15446","15802","16192","19327","24954","37856","18706","13465","12991","12524","6901"
"2025-04","정부청사역","승차","6","0","0","0","18","1047","2111","5739","9460","6744","6858","7949","8315","8782","10352","13747","16683","23340","42227","11534","9151","7203","4627","1781"
"2025-04","정부청사역","하차","448","0","0","0","14","2076","4786","14478","56594","17618","10521","9084","10132","10640","9734","9677","10062","11444","13115","7115","5011","4991","3546","1666"
"2025-04","중구청역","승차","9","1","0","0","15","652","1463","3835","7055","3173","2804","3373","3704","3545","3781","4457","6243","6785","8826","2706","2464","2293","1780","575"
"2025-04","중구청역","하차","124","3","0","0","15","469","1301","5074","12858","5600","3305","3321","3714","4362","3485","3640","3692","4836","7135","2903","1995","2217","1655","1103"
"2025-04","중앙로역","승차","104","0","0","0","5","755","1415","4119","7454","4109","4408","5848","8279","10414","11195","12966","15223","18069","21572","12942","12976","14025","8945","3809"
"2025-04","중앙로역","하차","183","0","0","0","5","683","1610","4550","17180","10569","10718","13858","14899","14784","14140","14225","14961","17447","20713","9885","5456","3737","2404","1316"
"2025-04","지족역","승차","26","0","0","0","27","747","1765","4389","6141","3666","2777","3097","3234","3341","3220","4289","4548","5612","10206","2925","2236","1832","1105","619"
"2025-04","지족역","하차","344","0","0","0","17","296","909","3362","13090","3792","2451","2290","2839","2535","2568","3021","3769","4523","5680","3204","2522","2635","2449","1378"
"2025-04","탄방역","승차","0","0","0","0","1","1201","3040","6603","11913","6448","6011","6922","6374","6390","6838","8315","8133","12236","18572","5693","4282","5211","4567","1135"
"2025-04","탄방역","하차","4","0","0","0","0","1101","2612","7316","26561","10695","6806","5620","6005","7633","6525","6654","7854","9920","14780","7328","4501","4176","3156","2292"
"2025-04","판암역","승차","10","0","0","0","19","2576","4948","12864","18007","9541","7055","6460","7673","7084","6318","6701","7342","8119","8521","3580","2723","1916","1094","548"
"2025-04","판암역","하차","760","0","0","0","3","290","1626","4207","7859","3830","4602","4818","5334","5761","5982","7872","9201","10050","13944","6958","5449","5772","5101","2111"
"2025-04","현충원역","승차","9","0","0","0","0","355","976","3554","7112","3264","3497","4034","4851","5294","5154","6276","8106","7582","6897","3024","2312","1913","1025","218"
"2025-04","현충원역","하차","121","0","0","0","0","141","992","3474","7380","7264","4139","4087","3813","4490","2513","2704","3259","3934","5097","2270","2090","1970","2080","901"
"2025-05","갈마역","승차","53","0","0","0","1","2045","3221","7181","12010","6635","5114","4765","4794","5078","4600","4890","5309","6200","5535","3409","2790","2415","1490","988"
"2025-05","갈마역","하차","447","0","0","0","0","672","1109","2096","3649","3003","3261","3844","4725","4961","5179","5785","6774","8191","10961","6606","4952","5002","4322","3072"
"2025-05","갑천역","승차","25","0","0","0","0","504","936","2452","5018","2032","1547","1443","1509","1644","1626","1668","1609","2216","2371","1137","866","767","401","270"
"2025-05","갑천역","하차","117","0","0","0","1","254","650","1093","2450","1306","1339","1322","1656","1464","1514","1773","1877","2280","3807","1922","1457","1421","1121","833"
"2025-05","구암역","승차","14","0","0","0","3","1199","2163","5558","10250","5326","5383","5720","5555","5816","5818","6168","6720","6859","7027","4193","3060","2124","1279","526"
"2025-05","구암역","하차","239","0","0","0","2","368","1714","3836","6305","5251","5175","5505","5399","5277","5429","5852","6263","7428","9212","4779","3657","3849","2652","1560"
"2025-05","노은역","승차","87","0","0","0","1","1069","2527","7656","12052","6836","6220","6587","6727","6546","6551","7854","8571","9662","10405","6248","5503","5166","4035","1846"
"2025-05","노은역","하차","558","0","0","0","0","479","1184","4676","8325","6354","5299","5663","5956","7128","8195","8771","10473","11190","15560","8809","6091","5507","5033","2812"
"2025-05","대동역","승차","33","0","0","0","19","2458","3684","10179","15251","8057","6745","6341","7412","6996","6678","8383","11246","10043","9740","4574","3471","3532","2142","1327"
"2025-05","대동역","하차","538","0","0","0","12","577","1074","5877","10337","5682","4694","4487","5265","5207","5632","6815","7904","8594","12864","6649","5669","5765","5430","4031"
"2025-05","대전역","승차","106","0","0","0","52","573","4392","13131","18499","18279","21110","21372","22333","21664","24861","28758","29536","29855","29139","22288","17987","17715","13686","7374"
"2025-05","대전역","하차","164","0","0","0","51","4413","11922","21154","27233","23121","22531","24996","21160","23072","23269","24295","25264","24338","25244","14949","12561","9385","4814","1796"
"2025-05","반석역","승차","12","0","0","0","6","1969","5679","20622","28747","15467","11425","10797","10781","11099","9874","10783","12744","15206","19373","9499","6995","6957","5367","2977"
"2025-05","반석역","하차","1047","1","0","0","6","1049","4364","9250","13956","7228","6014","6831","8189","9225","9622","11594","15250","20898","26985","12079","11054","11750","10256","4923"
"2025-05","서대전네거리역","승차","36","0","0","0","46","3007","4048","11986","20516","9965","9332","9854","10208","10098","9322","10257","11082","12979","14041","7509","5679","4847","3418","2281"
"2025-05","서대전네거리역","하차","437","0","0","0","35","1020","2333","6169","15638","9153","7651","8456","8995","9768","9503","10390","13141","15558","22591","10917","7844","8096","6797","3548"
"2025-05","시청역","승차","37","2","4","1","16","1180","2752","5878","10330","7275","8164","9961","10667","11061","11593","13226","16067","21908","32540","13280","13433","12657","12899","5781"
"2025-05","시청역","하차","393","2","0","1","16","1433","4037","12801","39628","17971","11355","10408","10614","11862","12294","12895","15379","17190","21112","10449","6977","6305","4416","2834"
"2025-05","신흥역","승차","7","0","0","0","0","1744","2659","9276","11991","5698","3613","3155","3442","3357","2723","2364","2940","3436","3264","1711","1234","756","566","220"
"2025-05","신흥역","하차","213","0","0","0","0","215","758","1375","2102","1384","1772","2132","2514","2600","2767","3910","5117","5810","9125","5173","3646","3915","3239","1776"
"2025-05","오룡역","승차","22","0","0","0","6","2195","3041","9380","18448","7750","5936","6394","6670","6263","5991","6089","7796","8855","14651","5079","2983","2466","1630","966"
"2025-05","오룡역","하차","125","0","0","0","3","542","1628","4391","14103","6597","4311","4397","4578","5151","4868","6236","7210","8689","13241","6049","4962","4671","4101","2814"
"2025-05","용문역","승차","4","0","0","0","36","3383","5544","13748","26319","12089","11276","11763","12359","13793","13328","12884","13698","15074","13918","7982","7479","7567","4384","3339"
"2025-05","용문역","하차","5","0","0","0","33","784","2341","6117","14905","11975","10414","12013","10775","11845","11964","13673","14936","17755","27236","14947","10038","10053","7312","4691"
"2025-05","월드컵경기장역","승차","20","0","0","0","2","718","2310","5675","11221","5202","4501","4139","4057","4465","4067","4809","5412","5458","8070","3620","2472","6513","1402","444"
"2025-05","월드컵경기장역","하차","518","0","0","0","0","368","1436","4054","5426","3277","2845","3022","3307","3347","3752","5346","5777","7180","11524","4559","3411","3505","2974","1693"
"2025-05","월평역","승차","65","0","0","0","3","1971","3291","6785","12228","7044","5461","5603","5996","6194","6065","6647","7277","7987","9091","4782","3696","3487","2254","1232"
"2025-05","월평역","하차","487","0","0","0","2","443","841","2832","7402","5780","4692","4978","5609","5671","6135","6795","7343","9107","12387","6804","5656","6279","5183","3627"
"2025-05","유성온천역","승차","161","0","0","0","8","3070","6675","17442","30195","15105","13696","14633","16581","17328","17785","19558","22239","23763","24327","13661","12253","11702","7354","4796"
"2025-05","유성온천역","하차","976","0","0","0","9","2185","3655","9008","20945","16683","14071","15306","15467","16223","17365","18094","21151","26052","37666","19309","14576","14630","12826","7910"
"2025-05","정부청사역","승차","20","0","0","0","15","1046","2194","5268","8712","6808","7038","8432","8658","9296","10622","13702","16959","22458","38628","11436","9202","7751","4991","2098"
"2025-05","정부청사역","하차","511","0","0","0","8","2063","4447","13924","50746","16708","10679","9820","10987","10845","10468","10547","10891","12129","13406","7531","5274","5566","3656","1875"
"2025-05","중구청역","승차","14","0","0","0","18","634","1402","3622","6498","3147","2818","3544","3662","3586","3882","4442","6104","6927","8466","2682","2248","2175","1615","616"
"2025-05","중구청역","하차","120","1","0","0","18","400","1344","4656","11604","5442","3513","3429","4015","4521","3706","3842","3869","4628","6383","2799","2054","2080","1769","1130"
"2025-05","중앙로역","승차","79","0","0","0","12","783","1332","3644","7459","4764","5268","7034","9480","12017","14172","16858","19474","23202","25305","17176","16187","16313","9307","4617"
"2025-05","중앙로역","하차","207","0","0","0","6","668","1726","4810","16679","11789","13010","17453","19387","19440","19250","18282","18352","20828","22158","11778","6618","4282","2786","1524"
"2025-05","지족역","승차","22","0","0","0","11","835","1823","4191","5993","3477","2866","3119","3401","3538","3399","4107","4570","5768","9742","2802","2075","1722","1076","697"
"2025-05","지족역","하차","414","0","0","0","7","314","977","3180","11855","3660","2323","2345","2794","2594","2702","3036","3781","4546","5582","3396","2712","2807","2641","1710"
"2025-05","탄방역","승차","5","0","0","0","3","1323","3030","6054","10891","6414","5968","6967","6480","6997","7364","8465","8322","12304","17915","6150","4630","5036","4754","1208"
"2025-05","탄방역","하차","5","0","0","0","0","1108","2572","7020","24571","11224","6877","6075","6499","7784","7074","7336","8503","10127","14001","6860","4565","4284","3067","2493"
"2025-05","판암역","승차","19","0","0","0","20","2710","4859","12143","16670","9465","7306","6822","7700","7253","6627","6606","7384","8218","8078","3577","2788","1949","1222","585"
"2025-05","판암역","하차","925","0","0","0","2","355","1655","3923","7097","3883","4494","4715","5129","5828","6116","7664","9366","10037","13327","6698","5589","6124","5344","2208"
"2025-05","현충원역","승차","12","0","0","0","1","402","1188","3440","6594","3481","3788","4412","5618","5718","5479","5832","7629","7593","6508","2858","2435","1951","1117","327"
"2025-05","현충원역","하차","151","0","0","0","1","183","1041","3182","6776","6790","4254","4508","3818","4265","2696","2871","3187","4139","5156","2409","2223","2241","2252","1015"
"2025-06","갈마역","승차","32","1","0","0","1","1950","3171","6773","11476","6041","4834","4750","4384","4940","4123","4418","5144","5595","5304","3296","2502","2372","1364","986"
"2025-06","갈마역","하차","417","0","0","0","0","595","973","2184","3778","2942","3347","3812","4310","4456","4705","5172","6386","7770","10410","5922","4671","4779","4150","2829"
"2025-06","갑천역","승차","28","0","0","0","0","545","940","2433","4560","2040","1505","1248","1456","1527","1398","1441","1436","2038","2208","1140","927","669","332","241"
"2025-06","갑천역","하차","96","0","0","0","0","196","596","1041","2286","1113","1300","1281","1435","1237","1338","1603","1737","2150","3773","1965","1426","1495","1110","740"
"2025-06","구암역","승차","19","0","0","0","3","1168","2094","4938","9537","4933","4974","5195","4817","4907","4991","5469","6019","6265","6519","3726","3100","2110","1276","522"
"2025-06","구암역","하차","202","0","0","0","0","358","1911","3884","6053","4977","4677","4904","4680","4701","4704","5193","5690","6651","8424","4220","3356","3537","2444","1353"
"2025-06","노은역","승차","70","0","0","0","0","994","2512","7210","11367","6355","5836","5975","6259","5988","5687","7085","8131","8819","9752","5517","5235","4970","4175","1701"
"2025-06","노은역","하차","541","0","0","0","0","543","1163","4457","8245","6277","4967","5276","5311","6655","7331","8179","9733","10391","14634","7881","5443","5141","4564","2589"
"2025-06","대동역","승차","42","0","0","0","13","2321","3769","9892","14778","7574","6354","6076","6584","6539","6208","6969","9904","8779","8726","4074","3329","3132","1773","1111"
"2025-06","대동역","하차","514","0","0","0","5","557","1170","5611","9015","4610","4024","4024","4872","5003","5144","6440","7509","8063","11798","6013","5205","5506","5249","3713"
"2025-06","대전역","승차","82","0","1","0","15","575","4727","12688","18361","17501","20012","20412","22387","20462","22893","26337","27737","28274","28372","21146","17041","16957","13539","6543"
"2025-06","대전역","하차","146","1","1","0","13","4565","11714","20107","25700","21796","21197","23735","20074","21794","21766","23362","24304","23343","24008","14021","11840","8287","3986","1612"
"2025-06","반석역","승차","23","0","0","0","1","1906","5747","19547","26458","14486","10618","9773","9387","9759","9094","9782","11520","14187","18365","9043","6745","6492","5401","2860"
"2025-06","반석역","하차","965","0","0","0","1","1097","4311","8878","13462","7225","5910","6611","7611","8648","8984","11044","13723","18954","25176","10701","9960","10664","9975","4369"
"2025-06","서대전네거리역","승차","51","0","0","0","54","2992","3931","11510","19540","9121","8734","9172","9233","9041","8380","9359","10337","11949","13038","6794","5515","4661","3354","2048"
"2025-06","서대전네거리역","하차","398","0","0","0","42","997","2347","5967","14681","8573","7223","7954","8190","9174","8805","9793","12261","14264","21286","10102","7521","7311","6249","3264"
"2025-06","시청역","승차","14","3","3","0","11","1175","2679","5635","9906","6888","7675","9478","9912","10484","10665","12458","15141","20616","30598","12746","13199","12212","12328","5577"
"2025-06","시청역","하차","299","1","0","0","10","1321","3609","12594","38158","16998","10994","9880","10099","11727","11579","11881","14577","16120","19917","9597","6489","5638","4269","2603"
"2025-06","신흥역","승차","4","0","0","0","2","1752","2468","9043","11351","4966","3270","2887","3266","3144","2441","2187","2805","3051","3120","1616","1041","829","565","200"
"2025-06","신흥역","하차","204","0","0","0","1","245","715","1274","2158","1348","1653","2122","2446","2379","2574","3638","4797","5319","8821","4649","3409","3733","2946","1622"
"2025-06","오룡역","승차","67","0","0","0","7","2288","3108","9060","17579","6917","5553","5709","5952","5635","5155","5398","8014","8051","14064","4593","2985","2382","1629","892"
"2025-06","오룡역","하차","118","0","0","0","4","491","1573","4099","13317","5826","4018","4087","4362","4779","4566","5542","6559","8245","12369","5706","4569","4444","3849","2638"
"2025-06","용문역","승차","9","0","0","0","31","3461","5579","13457","25460","10936","11087","10992","11845","13310","12437","12006","12950","14056","12943","7573","7291","7122","3859","3148"
"2025-06","용문역","하차","10","0","0","0","26","739","2426","6026","14731","11553","9647","11568","10408","10971","10916","12657","13963","16321","25974","13858","9396","9219","7046","4370"
"2025-06","월드컵경기장역","승차","18","0","0","0","0","681","2149","5481","10817","5070","4220","4205","4227","4685","3911","4554","4669","5163","5904","2881","2049","3030","1307","457"
"2025-06","월드컵경기장역","하차","489","0","0","0","0","355","1306","3800","5373","3570","3300","3139","3153","3058","3145","3550","4584","5523","8950","4505","3089","3243","2989","1746"
"2025-06","월평역","승차","57","0","0","0","7","1871","3080","6353","11747","6433","5031","5048","5413","5712","5453","5773","6481","7017","8335","4249","3449","3335","2299","1242"
"2025-06","월평역","하차","416","0","0","0","4","463","920","2579","7000","4927","4435","4837","5322","5201","5553","6276","6932","8174","11803","6487","5576","5829","4894","3213"
"2025-06","유성온천역","승차","146","0","0","0","17","2984","6161","16487","29093","14456","12622","13274","14657","15249","14829","16904","19479","21016","21740","12175","10767","9946","6509","4217"
"2025-06","유성온천역","하차","824","0","0","0","10","2140","3726","8855","20020","14873","12761","13509","13412","14036","14931","15789","19444","23589","34176","16889","13620","13362","12446","7079"
"2025-06","정부청사역","승차","9","0","0","0","4","1004","2043","4756","8403","6369","6631","7643","7971","8368","9501","12383","15244","21038","36616","10746","8703","6952","4658","1885"
"2025-06","정부청사역","하차","449","0","0","0","1","2005","4357","13218","48581","16259","9721","8840","9582","9674","9267","9169","9737","10740","12070","6548","4750","5168","3680","1711"
"2025-06","중구청역","승차","5","4","0","0","12","652","1385","3371","6190","3006","2648","3021","3339","3247","3515","4040","5981","6795","7915","2616","2242","2065","1525","505"
"2025-06","중구청역","하차","90","6","0","0","12","427","1446","4593","11023","4765","3135","3279","3592","4118","3417","3520","3671","4284","5922","2761","2073","2005","1599","1044"
"2025-06","중앙로역","승차","102","0","0","0","8","766","1350","3581","6829","4302","4779","6314","8516","11270","12789","15099","17327","19795","21771","14100","14043","15434","8297","3836"
"2025-06","중앙로역","하차","246","0","0","0","7","720","1514","4272","15750","11145","12282","15817","17475","17335","16884","16024","15581","18002","19793","10183","5694","3839","2401","1360"
"2025-06","지족역","승차","26","0","0","0","9","766","1662","3851","5641","3450","2742","2881","2943","3174","3058","3981","4369","5332","9491","2711","1961","1670","939","606"
"2025-06","지족역","하차","389","0","0","0","5","328","935","3017","11801","3707","2276","2285","2782","2509","2568","2857","3366","4146","5197","3024","2424","2540","2472","1529"
"2025-06","탄방역","승차","2","0","0","0","2","1423","2791","5728","10208","6253","5673","6881","6160","6342","6831","8108","7711","11865","16958","5595","4442","5215","4879","1150"
"2025-06","탄방역","하차","5","0","0","0","0","1102","2571","7066","24543","10364","6508","5902","6189","7313","6552","6501","7668","9457","13002","6796","4423","4205","3115","2228"
"2025-06","판암역","승차","16","0","0","0","30","2752","4664","11390","15917","9130","6650","6456","7067","6692","5837","6307","6956","7465","7760","3283","2698","1861","1123","566"
"2025-06","판암역","하차","778","0","0","0","8","365","1786","3720","6704","3713","4363","4751","4912","5361","5688","7062","8602","9323","12152","6266","5361","5673","4982","2100"
"2025-06","현충원역","승차","26","0","0","0","2","426","1133","3344","6436","3245","3531","3926","4390","4840","5300","5710","5741","5878","5445","2583","2098","1696","747","152"
"2025-06","현충원역","하차","146","0","0","0","0","240","1138","2552","5245","4836","4067","3920","3307","3419","2420","2717","2956","3547","4775","2172","2013","2056","2045","883"
"2025-07","갈마역","승차","34","0","0","0","7","2216","3185","7479","12990","6178","4767","4518","4441","4721","4202","4418","4848","5696","5731","3424","2571","2470","1347","962"
"2025-07","갈마역","하차","421","0","0","0","1","607","1194","2382","3978","3277","3213","3574","4307","4592","4840","4991","6011","7998","11429","6054","4630","4652","4482","2971"
"2025-07","갑천역","승차","20","0","0","0","0","594","931","2793","5340","2032","1462","1203","1333","1460","1264","1393","1292","2188","2232","1044","815","678","279","183"
"2025-07","갑천역","하차","100","0","0","0","0","207","518","1102","2591","1084","1100","1124","1370","1273","1354","1517","1616","2112","4045","1893","1415","1470","1109","665"
"2025-07","구암역","승차","10","0","0","0","1","1289","2245","5591","10771","4992","4749","4566","4678","4657","4641","5170","5735","5899","6454","3789","2914","2010","1295","527"
"2025-07","구암역","하차","238","0","0","0","0","469","1872","3801","6235","4657","4299","4633","4395","4213","4373","5026","5464","6911","9313","4376","3328","3456","2466","1368"
"2025-07","노은역","승차","46","0","0","0","0","1181","2716","8057","12471","6378","5961","6165","6449","6101","6328","7461","8285","9454","10931","6001","5404","5374","4327","1801"
"2025-07","노은역","하차","510","0","0","0","0","567","1349","4809","9744","6788","5248","5326","5978","7186","7559","8043","9322","10897","15945","8460","6045","5436","5030","2712"
"2025-07","대동역","승차","25","0","0","0","14","2502","4431","11144","16612","8083","6596","6117","6809","5886","5416","5869","8616","8949","8318","3678","2813","2580","1498","873"
"2025-07","대동역","하차","496","0","0","0","0","657","1251","5521","8412","4020","3194","3779","4389","4569","4792","6188","7149","8589","13110","6200","5146","5708","5438","3501"
"2025-07","대전역","승차","97","0","0","1","16","662","5616","13803","18832","17564","19703","21376","23218","20896","23559","26035","27071","28309","30021","20743","16436","15921","12935","6297"
"2025-07","대전역","하차","172","0","0","1","22","4957","12359","21727","27768","22162","21277","23387","19610","20665","20664","22604","24904","23429","25305","14315","11383","8434","4909","1697"
"2025-07","반석역","승차","11","0","0","0","17","2107","6000","21710","28492","14290","10034","9371","9664","10239","9175","10569","12049","15375","20321","8900","6780","6805","5432","3011"
"2025-07","반석역","하차","994","0","0","0","17","1154","4611","9914","15019","7410","5922","6511","7540","8813","8856","10200","13388","19381","27615","11454","10143","11130","10594","4847"
"2025-07","서대전네거리역","승차","49","0","0","0","68","3161","4242","12777","21521","9078","8468","8928","8934","8637","8018","8947","9936","12065","13985","6400","5171","4378","3445","2162"
"2025-07","서대전네거리역","하차","358","0","0","0","56","1126","2280","6551","15673","8515","6993","7700","8063","8920","8350","9036","11632","14374","22694","10341","7309","7174","6359","3262"
"2025-07","시청역","승차","12","7","1","0","10","1355","2809","6020","10468","7144","8065","9890","10428","10560","10707","13152","16492","23422","36136","13055","13854","12674","13601","5214"
"2025-07","시청역","하차","357","6","2","0","9","1631","4195","14544","46220","19381","11405","10257","10686","13036","11891","11545","13428","16227","20269","9255","6364","5835","4437","2734"
"2025-07","신흥역","승차","1","0","0","0","0","1975","2825","9941","12286","5123","3260","2866","2970","3018","2488","2320","2685","3278","3330","1665","1090","824","638","226"
"2025-07","신흥역","하차","217","0","0","0","0","287","846","1460","2328","1455","1642","2239","2564","2445","2419","3264","4519","5649","9980","5058","3544","3623","3202","1675"
"2025-07","오룡역","승차","26","0","0","0","22","2504","3305","10219","18825","6825","5407","5770","6227","6006","5329","5012","7198","8569","15217","4473","2851","2183","1512","926"
"2025-07","오룡역","하차","91","0","0","0","6","499","1766","4585","15482","6245","3978","4109","4287","4613","4324","5379","6168","8428","13894","5764","4533","4359","3867","2663"
"2025-07","용문역","승차","1","2","0","1","37","3762","6090","14572","28107","11126","10356","10683","11566","13403","12479","11850","13109","14625","13523","7991","7399","7482","4063","3049"
"2025-07","용문역","하차","0","0","0","0","24","736","2458","6409","15573","11867","10279","11961","10492","10987","10861","12318","13386","17120","29068","14536","9357","9492","7354","4350"
"2025-07","월드컵경기장역","승차","9","0","0","0","0","766","2315","5990","12349","5106","4149","3927","4055","4245","3874","4254","4727","5550","6633","2875","2070","3318","890","327"
"2025-07","월드컵경기장역","하차","502","0","0","0","0","379","1341","3751","6177","3450","2899","2879","2924","2955","3040","3377","4745","5962","9819","4224","3326","3709","3062","1813"
"2025-07","월평역","승차","55","0","0","0","6","2038","3276","6856","12795","6526","5242","4999","5166","5363","5287","5529","6084","7487","8533","4230","3387","3519","2156","1114"
"2025-07","월평역","하차","344","0","0","0","4","498","973","2918","7458","4722","4339","4552","5047","5179","5523","5910","6835","8410","12710","6566","5467","5933","4770","3254"
"2025-07","유성온천역","승차","145","1","7","2","16","3059","6632","17883","32354","14739","12726","12719","15007","14705","13923","15713","17841","20494","22323","12242","10608","10566","6805","4205"
"2025-07","유성온천역","하차","943","1","1","0","9","2217","3727","9779","20602","14446","11898","13082","13123","13340","14705","15359","18826","23990","37586","17781","13230","13799","12752","7345"
"2025-07","정부청사역","승차","11","0","0","0","2","1036","2248","5154","8877","6412","6616","7530","7788","8003","8772","11235","15014","22656","41721","10878","8493","7270","4784","2017"
"2025-07","정부청사역","하차","469","0","0","0","0","2278","5146","15409","55615","16104","9200","8356","9326","9124","8581","8540","9212","10667","13168","6644","4911","5216","3854","1765"
"2025-07","중구청역","승차","11","0","0","0","15","777","1421","3717","7063","3139","2744","3176","3702","3516","3635","4187","5457","6924","8566","2551","2276","2169","1708","562"
"2025-07","중구청역","하차","114","0","0","0","15","399","1534","5103","12415","5004","3084","3340","3432","4091","3305","3409","3629","4389","6798","2767","2053","2028","1590","1007"
"2025-07","중앙로역","승차","88","0","0","0","1","799","1563","4050","8030","4736","5147","6880","9044","12419","13946","16315","19185","22450","24657","15936","16026","16975","12196","5044"
"2025-07","중앙로역","하차","217","0","0","0","2","786","1702","4758","17792","12514","13859","18697","20260","19550","19386","17750","17735","19979","22334","11122","6005","4017","2603","1411"
"2025-07","지족역","승차","67","0","0","0","16","818","1685","4458","5959","3310","2650","2746","3151","3152","3109","3750","4054","5659","10959","2691","2039","1761","1044","547"
"2025-07","지족역","하차","426","0","0","0","10","388","1099","3417","13318","3776","2119","2110","2567","2396","2289","2694","3225","4124","5664","3224","2435","2683","2757","1643"
"2025-07","탄방역","승차","2","0","0","0","2","1369","2953","6468","11292","6170","5548","7156","6074","6089","6726","8324","8148","12942","19662","6037","4536","5547","5521","1274"
"2025-07","탄방역","하차","6","0","0","0","0","1158","2763","8443","28382","11661","6599","5740","6133","8117","6352","6153","7400","9470","14487","6557","4333","4052","3244","2282"
"2025-07","판암역","승차","10","0","0","0","41","3029","4848","12578","17075","9210","6801","6355","6988","7035","5964","6121","6639","7592","8222","3359","2706","1852","1165","579"
"2025-07","판암역","하차","696","0","0","0","12","392","1905","3985","7229","3728","4559","5087","5138","5233","5720","6771","8582","9639","13646","6634","5288","5801","5256","1994"
"2025-07","현충원역","승차","14","0","0","0","0","425","1181","3473","7065","3460","3149","3308","3609","4072","3686","3727","4273","4681","5453","2180","1709","1398","777","145"
"2025-07","현충원역","하차","144","0","0","0","0","290","1303","2056","4267","3031","2670","2681","2340","2163","2055","2307","2739","3474","5023","2110","2001","1999","2025","1008"
"2025-08","갈마역","승차","64","10","0","0","11","1896","3052","6773","11366","6201","4917","4744","4769","4937","4781","4871","5581","6339","6044","3690","2873","2517","1400","880"
"2025-08","갈마역","하차","1362","308","0","0","0","584","1091","2066","3745","3111","3179","3727","4393","4690","4765","5276","6259","7955","10983","6407","4819","5257","4921","3640"
"2025-08","갑천역","승차","25","0","0","0","1","582","858","2542","4750","2185","1540","1334","1484","1537","1416","1428","1519","2194","2170","1307","909","724","330","177"
"2025-08","갑천역","하차","262","63","0","0","1","272","591","1130","2217","1037","1228","1235","1460","1365","1352","1542","1730","2028","3743","1916","1502","1545","1266","802"
"2025-08","구암역","승차","31","3","0","0","8","1181","1908","4890","9286","4970","4924","5232","4768","4938","4861","5337","5808","5859","6555","4148","2973","2002","1220","530"
"2025-08","구암역","하차","673","165","0","0","7","463","1741","3419","5852","4712","4464","4861","4376","4323","4472","5082","5628","7049","8639","4659","3640","3739","2649","1651"
