"영업월","역사","승하차 구분","00시 통행량","01시 통행량","02시 통행량","03시 통행량","04시 통행량","05시 통행량","06시 통행량","07시 통행량","08시 통행량","09시 통행량","10시 통행량","11시 통행량","12시 통행량","13시 통행량","14시 통행량","15시 통행량","16시 통행량","17시 통행량","18시 통행량","19시 통행량","20시 통행량","21시 통행량","22시 통행량","23시 통행량"
"2024-12","시청역","하차","345","0","0","0","23","1234","3325","10054","39322","17242","11072","10357","10444","12241","13093","13357","15533","17883","21561","9583","6345","6030","4271","2923"
"2024-12","신흥역","승차","6","0","0","0","1","1290","1949","6128","8772","4166","2939","2761","2787","2960","2423","2162","2719","3230","2968","1414","1040","621","517","162"
"2024-12","신흥역","하차","211","0","0","0","0","237","494","1110","1944","1215","1493","1861","2170","2109","2454","3246","4118","4404","6808","3670","2623","3047","2464","1395"
"2024-12","오룡역","승차","31","0","0","0","8","1782","2893","8463","18078","7421","5329","6221","7141","6677","6175","5810","8207","9197","14818","4239","2709","2177","1320","758"
"2024-12","오룡역","하차","109","0","0","0","4","400","1383","3797","13753","5703","4226","4368","4645","4980","5262","6410","7317","8940","13302","5624","4821","4554","3973","2559"
"2024-12","용문역","승차","15","0","0","0","69","2679","4339","10797","24238","10379","10815","11569","12259","14147","13678","12595","14353","14711","13139","7338","7152","7709","3893","3043"
"2024-12","용문역","하차","14","0","0","0","57","665","2626","5140","15206","12067","10356","12493","10385","11500","12016","13058","14373","16804","25736","13086","8515","8490","5967","3749"
"2024-12","월드컵경기장역","승차","19","0","0","0","2","678","1748","5619","11129","5141","4480","4138","3974","4753","4597","5066","5652","6414","6794","3063","2454","2512","1379","396"
"2024-12","월드컵경기장역","하차","437","0","0","0","0","349","1046","3789","5660","3444","3025","3150","3260","3248","3732","3989","5481","6570","9140","4277","3336","3846","3046","1770"
"2024-12","월평역","승차","48","0","0","0","19","1658","2819","5915","12389","6200","5196","5368","5919","6261","6050","6313","7161","7555","8677","4489","3583","3482","2571","1177"
"2024-12","월평역","하차","379","1","0","0","18","423","852","2257","6885","4626","4149","4784","5502","5613","6210","7173","8063","9286","12733","6641","5386","5773","4633","3148"
"2024-12","유성온천역","승차","169","0","0","0","5","2926","6083","16260","31526","14558","13864","14440","16518","17797","18009","20140","22564","23466","22884","13422","12888","12387","8023","4879"
"2024-12","유성온천역","하차","767","0","0","0","4","1917","3888","7998","19360","15564","13956","15596","16087","16167","17968","18736","22871","29539","40508","18787","13692","14191","12194","7490"
"2024-12","정부청사역","승차","6","0","0","0","12","875","1842","5124","9153","6532","6926","8130","8616","9294","10942","13484","16693","24535","37815","11282","10148","8464","5261","1974"
"2024-12","정부청사역","하차","514","0","0","0","8","2031","4393","12478","50360","16646","10128","9609","10399","10676","11238","11015","11573","13327","14503","7474","5203","5668","3592","1794"
"2024-12","중구청역","승차","13","0","0","0","24","630","1175","3157","6035","3026","2750","3390","3593","3610","4002","4452","5796","6174","8144","2585","2224","1774","1315","510"
"2024-12","중구청역","하차","132","0","0","0","28","400","1137","4329","11841","4649","3263","3419","3380","4055","3849","3492","3625","4343","5736","2576","1993","2014","1723","1109"
"2024-12","중앙로역","승차","49","0","0","0","10","656","1188","3383","7049","4229","4518","6689","7997","10772","13216","15714","18546","21086","22976","14550","14135","13324","7770","4280"
"2024-12","중앙로역","하차","180","0","0","0","8","738","1558","3982","14920","10365","10991","16086","17572","17996","18062","16981","16963","18688","21568","10655","5882","4118","2707","1537"
"2024-12","지족역","승차","28","0","0","0","5","808","1439","3936","5902","3582","3066","3253","4046","3661","3601","4217","4598","5883","10995","2663","1891","1694","1140","699"
"2024-12","지족역","하차","352","0","0","0","3","284","949","2825","13622","3933","2138","2196","2697","2654","2810","3199","3903","4780","5515","3071","2785","2895","2578","1594"
"2024-12","탄방역","승차","2","0","0","0","3","1089","2634","5490","11102","5870","5835","7075","6399","7090","7514","8428","8640","11877","17032","5753","5281","5621","4481","1213"
"2024-12","탄방역","하차","11","0","0","0","3","1123","2307","5863","24276","10121","6617","6385","6452","7996","7247","7187","8439","10595","14697","6387","4338","4353","3095","2343"
"2024-12","판암역","승차","26","0","0","0","41","2411","4186","11214","15925","9101","7478","7456","7631","7976","7239","7054","7506","8702","8312","3438","2600","1866","1230","565"
"2024-12","판암역","하차","850","0","0","0","17","340","1360","3326","6666","3380","4187","4802","5186","5738","6527","8165","9770","10195","13121","6458","5403","6161","5120","2237"
"2024-12","현충원역","승차","11","0","0","0","1","344","737","2986","6669","3353","3750","3787","4207","4929","4877","5246","6011","5798","5269","2401","1732","1452","723","137"
"2024-12","현충원역","하차","129","0","0","0","1","117","759","2176","4643","4969","3161","3410","2795","3392","2451","2607","3053","3800","4639","2179","2223","2149","1847","855"
"2025-01","갈마역","승차","42","0","0","0","1","1780","2570","5608","10344","5689","4641","4921","4765","5212","4514","4717","4992","5301","5138","3022","2324","2076","1250","974"
"2025-01","갈마역","하차","366","0","0","0","1","533","867","1285","3045","2532","2901","3644","4465","4621","4958","5634","6593","8045","10223","5902","4449","4252","4002","2677"
"2025-01","갑천역","승차","10","0","0","0","1","351","707","1927","4287","1938","1364","1305","1373","1545","1422","1551","1489","2041","2280","987","702","568","304","232"
"2025-01","갑천역","하차","87","0","0","0","4","131","392","838","2177","1054","1107","1166","1380","1364","1385","1733","1858","2024","3371","1726","1319","1253","935","670"
"2025-01","구암역","승차","13","0","0","0","0","1064","1782","4146","8933","4598","4636","5368","4920","5594","5883","5803","5807","5784","6099","3356","2403","1737","1109","493"
"2025-01","구암역","하차","188","0","0","0","0","249","1269","2622","5063","4303","4612","5131","5244","5038","5395","5465","5464","6913","8225","4098","3268","3203","2392","1317"
"2025-01","노은역","승차","89","0","0","0","1","926","1957","5576","10498","6105","5977","5895","6973","6635","6592","7348","7760","9154","9457","5820","5041","4956","4000","1841"
"2025-01","노은역","하차","558","0","0","0","0","376","926","3439","6884","6899","5350","5465","6077","7324","7708","8255","9534","10453","14481","7817","5290","4890","4689","2687"
"2025-01","대동역","승차","38","7","0","0","7","2135","3379","8292","13625","7178","5829","5465","5971","6094","5385","5312","6362","7310","7253","3320","2369","1794","1326","732"
"2025-01","대동역","하차","419","7","0","0","4","537","844","2597","5824","3144","2895","3448","3853","4233","4877","5698","6809","7784","11296","5428","4661","4971","4579","3021"
"2025-01","대전역","승차","70","9","0","0","16","614","2634","9481","16436","14691","18471","19418","21798","20066","23228","26854","27172","27263","25113","19303","15802","15609","11286","5267"
"2025-01","대전역","하차","161","9","0","0","13","2857","8114","15824","22647","19756","20536","24222","20470","23253","23078","22618","22670","20880","21812","12882","10542","7012","3283","1317"
"2025-01","반석역","승차","6","0","0","0","2","1576","4240","16119","23836","13029","10113","10055","10037","10911","9698","10270","11753","14133","18139","8457","6467","6168","5267","2858"
"2025-01","반석역","하차","912","0","0","0","0","1015","3493","8074","12499","6473","5231","6315","7312","8188","8745","9861","13294","18115","23935","10902","9065","9497","9178","4466"
"2025-01","서대전네거리역","승차","10","0","0","0","33","2266","3186","8933","17069","8228","8236","8941","8747","9544","8863","9295","9836","11189","12714","6129","4793","4168","3080","1892"
"2025-01","서대전네거리역","하차","335","0","0","0","10","893","1903","4376","12965","7406","6801","7722","8068","8780","8725","9529","11561","13774","20051","9323","6934","6645","6007","3103"
"2025-01","시청역","승차","71","1","0","0","17","1166","2361","4335","8678","6060","7317","9556","10501","10653","11044","13219","15519","21213","30764","11755","11643","11803","12628","4924"
"2025-01","시청역","하차","333","0","0","0","11","1255","3235","9788","37258","18478","10645","10085","10971","12803","12062","11588","12900","14819","18141","8588","5688","5232","3653","2405"
"2025-01","신흥역","승차","1","0","0","0","1","1302","1845","5666","8094","3828","3069","2701","2809","3258","2474","2389","2742","3045","2836","1459","1002","648","493","185"
"2025-01","신흥역","하차","160","0","0","0","0","220","438","1019","1945","1203","1494","1845","2241","2163","2427","2955","3861","4101","6784","3830","2614","2600","2409","1374"
"2025-01","오룡역","승차","8","0","0","0","21","1592","2484","6938","15483","6325","5030","5607","5809","6013","5638","5320","5913","7734","13006","3807","2459","2016","1334","770"
"2025-01","오룡역","하차","40","0","0","0","22","385","1265","2986","11834","4746","3818","3931","4111","4636","4535","5843","6070","7645","11841","5310","4151","4035","3420","2224"
"2025-01","용문역","승차","17","0","0","0","70","2378","3879","9087","22114","9507","9052","10028","11397","12166","11968","11251","12776","13828","11665","6538","6177","6573","3459","2866"
"2025-01","용문역","하차","17","0","0","0","63","567","2749","4712","12475","10473","9554","10918","9420","10224","10885","12032","12558","14525","22954","11899","7777","7382","5288","3122"
"2025-01","월드컵경기장역","승차","23","0","0","0","0","599","1501","4419","9567","4590","4013","3988","3886","4699","4174","4346","4686","5182","6058","2629","1979","1763","950","296"
"2025-01","월드컵경기장역","하차","369","0","0","0","0","347","974","2754","4875","3055","2642","2750","3060","2939","3144","3693","4585","5283","7597","3698","2805","3172","2701","1575"
"2025-01","월평역","승차","60","0","0","0","8","1546","2435","5422","11063","6002","4926","5543","5490","5962","5651","5905","6257","6641","7769","4014","3033","2760","1964","1081"
"2025-01","월평역","하차","296","0","0","0","10","346","790","2025","5809","3800","3801","4596","5045","5339","5593","6527","7172","8641","11493","5818","4764","5108","4189","2905"
"2025-01","유성온천역","승차","149","0","0","0","4","2463","5407","14306","27668","13238","12773","13465","15008","15974","15808","16857","18281","19899","19853","11462","10005","9419","6386","4074"
"2025-01","유성온천역","하차","678","0","0","0","1","1835","3535","6412","17201","13118","12137","13397","13950","13861","15764","16064","19356","24189","34696","17078","12640","12397","11054","6442"
"2025-01","정부청사역","승차","15","0","0","0","16","835","1685","4148","7692","5731","6054","7382","7368","8221","9165","11343","13804","20285","33600","10177","8294","6948","4335","1697"
"2025-01","정부청사역","하차","432","0","0","0","15","1829","3841","10609","44112","14240","8512","8162","8515","9573","9255","9128","9423","10754","12001","6335","4636","4590","3136","1442"
"2025-01","중구청역","승차","7","0","0","0","0","586","1105","2641","5180","2487","2451","2998","3275","3285","3211","3728","4115","5513","7264","2347","1871","1673","1145","502"
"2025-01","중구청역","하차","96","0","0","0","5","353","1103","3270","10408","4118","2905","3147","3221","3875","3366","3347","3017","3680","5103","2333","1812","1737","1503","968"
"2025-01","중앙로역","승차","91","0","0","2","9","750","1089","2880","6586","3953","4639","6110","7670","10457","12319","14916","17858","19162","21922","13836","13013","11859","7160","4122"
"2025-01","중앙로역","하차","198","0","0","2","8","642","1289","3391","14437","9539","11082","15750","17524","17439","16997","16405","14949","17041","19113","9770","5438","3680","2363","1319"
"2025-01","지족역","승차","44","0","0","0","14","603","1337","3239","5240","3202","2822","2919","3243","3347","3156","3405","4120","5163","9043","2703","1833","1629","1111","639"
"2025-01","지족역","하차","414","0","0","0","7","322","864","2449","11328","3185","1851","2061","2802","2592","2463","2803","3216","4032","4947","2852","2516","2460","2392","1519"
"2025-01","탄방역","승차","0","0","0","0","2","949","2454","4714","9812","5397","5458","6765","5879","6465","6822","8324","7388","10969","15151","5305","4218","4301","4142","1100"
"2025-01","탄방역","하차","5","0","0","0","4","944","2369","5692","21176","9220","6071","5442","6147","8900","6566","6667","6864","8177","11933","5688","3839","3722","2698","1939"
"2025-01","판암역","승차","21","0","0","0","27","2186","3638","9313","13953","8087","6731","6432","7515","7444","6464","6121","6318","7188","7524","3115","2432","1542","1123","438"
"2025-01","판암역","하차","802","0","0","0","2","333","1221","2727","5854","3117","3896","4521","4883","5186","5821","7403","8288","9001","11514","5827","4688","4856","4671","1933"
"2025-01","현충원역","승차","11","0","0","0","0","315","661","2676","6136","2718","3101","3046","3597","4419","3819","3682","3910","4125","4280","1659","1181","1038","409","136"
"2025-01","현충원역","하차","118","0","0","0","0","128","634","1280","3240","2794","2720","3034","2349","2161","2087","2339","2577","3106","4119","1980","1875","1825","1801","813"
"2025-02","갈마역","승차","41","0","0","0","2","1698","2614","5930","11234","5793","4723","4673","4705","5062","4420","4299","4559","5516","5151","3054","2403","2168","1188","1004"
"2025-02","갈마역","하차","417","0","0","0","0","486","867","1292","3070","2542","2807","3743","4615","4807","4692","5373","6267","7833","10713","6120","4525","4365","4023","2607"
"2025-02","갑천역","승차","7","0","0","0","1","378","674","2062","4842","1858","1309","1287","1369","1549","1447","1504","1363","2092","2352","1075","777","556","270","172"
"2025-02","갑천역","하차","88","0","0","0","4","105","370","894","2427","966","1110","1096","1459","1410","1406","1625","1716","1949","3498","1807","1342","1264","1036","651"
"2025-02","구암역","승차","15","0","0","0","0","976","1873","4499","9597","4820","4440","5022","4750","5429","5156","5189","5451","5774","6434","3353","2646","1722","1141","436"
"2025-02","구암역","하차","212","0","0","0","1","286","1262","2572","5304","3985","4166","4796","4829","4660","4989","5328","5520","6972","8805","4204","3391","3265","2369","1342"
"2025-02","노은역","승차","57","0","0","0","1","905","2053","6344","11590","5930","5587","6052","7044","6699","6690","7215","7543","9007","10096","5887","4920","4666","3764","1775"
"2025-02","노은역","하차","542","0","0","1","0","416","953","3511","7538","6714","5328","5242","5934","7227","7929","7992","9398","10668","15167","7693","5536","5068","4717","2747"
"2025-02","대동역","승차","41","10","0","0","4","2086","3272","8580","14807","6954","5590","5430","6392","5942","5348","5098","6017","6880","7442","3492","2407","1721","1316","768"
"2025-02","대동역","하차","463","10","0","0","4","531","673","2553","6018","3415","3016","3617","3991","4039","4817","5687","6817","7847","11837","5692","4799","4949","4749","3097"
"2025-02","대전역","승차","76","0","0","0","16","537","2425","9571","17006","15813","19155","20268","23069","20796","24013","26977","26156","27423","26247","19752","15660","14950","12033","5803"
"2025-02","대전역","하차","137","0","0","0","16","2853","8626","16712","23633","19905","20231","23326","19921","21677","21873","22142","23794","22724","23841","13933","11522","7530","3285","1406"
"2025-02","반석역","승차","25","0","0","0","2","1591","4391","18197","26221","13395","10564","10464","10672","11740","9831","9963","11114","13810","18478","8612","6698","6210","5312","2667"
"2025-02","반석역","하차","835","0","0","0","0","936","3607","8427","13647","6663","4961","6236","7257","8441","8633","10392","13691","19067","26459","11573","9673","9871","9319","4314"
"2025-02","서대전네거리역","승차","33","0","0","0","41","2239","3261","9746","18920","8528","8561","9187","9277","9979","9305","9638","9985","11469","13401","6547","4765","4400","2965","1815"
"2025-02","서대전네거리역","하차","309","0","0","0","8","873","1765","4489","13904","7561","7075","8319","8384","9465","8865","9822","12135","14507","21623","10204","6943","6582","6318","3133"
"2025-02","시청역","승차","18","2","1","1","14","956","2305","4809","9833","6424","7566","10120","10989","11154","11659","14999","19258","24900","34344","12452","12642","12774","13141","4952"
"2025-02","시청역","하차","328","1","0","0","11","1301","3309","10816","42027","19595","11777","10960","12490","16063","15453","12978","13639","15012","19443","9103","5844","5260","3588","2509"
"2025-02","신흥역","승차","0","0","0","0","0","1415","2028","7341","10173","4207","3109","2696","2995","3185","2536","2266","2631","2992","3111","1423","980","584","536","184"
"2025-02","신흥역","하차","189","0","0","0","0","171","437","997","1928","1172","1418","1830","2130","2038","2250","3146","4251","4548","8416","4442","2968","3133","2631","1582"
"2025-02","오룡역","승차","12","0","0","0","1","1616","2703","7484","17007","6521","5177","5996","6396","6307","5657","4988","6712","7966","14088","4157","2477","1971","1299","776"
"2025-02","오룡역","하차","63","0","0","0","1","318","1246","3581","13281","5439","3732","4108","4264","4467","4693","5885","6364","7919","13215","5662","4215","4061","3375","2350"
"2025-02","용문역","승차","14","3","0","0","21","2500","3952","9755","23313","9409","9297","10753","11566","12494","12570","11580","12761","13587","13047","7071","6440","7072","3684","3138"
"2025-02","용문역","하차","16","3","0","0","17","534","2118","4804","14197","11108","9410","11330","9857","10900","11007","12582","13007","15191","24664","12456","7775","7502","5176","3257"
"2025-02","월드컵경기장역","승차","17","0","0","0","0","567","1580","4942","10861","4760","4156","3842","3798","4588","3953","4629","6819","5283","6297","2666","1942","1730","856","287"
"2025-02","월드컵경기장역","하차","421","0","0","0","0","312","1006","2608","5469","3005","2394","2932","4014","4491","3057","3439","4591","5401","8112","3971","3089","3243","2829","1593"
"2025-02","월평역","승차","132","0","0","0","7","1478","2616","5570","11777","6112","4869","4838","5137","5516","5360","5113","5645","6484","8192","3916","3047","2853","2082","1073"
"2025-02","월평역","하차","378","0","0","0","10","309","805","2138","6111","3774","3482","4355","4896","4977","5379","6133","6711","8366","12144","5917","5003","5164","4089","2793"
"2025-02","유성온천역","승차","130","0","0","0","12","2437","5240","15076","30250","13802","12934","13442","15674","16847","15918","16762","18195","20614","21046","11986","10204","9406","5947","3887"
"2025-02","유성온천역","하차","669","0","0","0","6","1808","3393","6976","18906","13266","12267","13815","13643","14420","15875","16344","19567","24602","35969","17696","12811","12232","11166","6444"
"2025-02","정부청사역","승차","9","0","0","0","8","782","1695","4331","8604","5925","6306","7851","8101","8585","9683","12039","15092","21867","37120","11109","8673","6982","4732","1711"
"2025-02","정부청사역","하차","399","0","0","0","6","1876","3950","11776","50068","15355","9420","8515","9463","10036","9553","9508","9855","10889","12918","6490","4546","4794","3136","1509"
"2025-02","중구청역","승차","3","0","0","0","4","528","1188","2869","5769","2530","2468","2982","3461","3569","3578","4044","4658","5885","7963","2466","2053","1796","1224","517"
"2025-02","중구청역","하차","101","0","0","0","8","341","1046","3450","11421","4723","3056","3378","3538","4148","3495","3395","3088","3850","5600","2362","1784","1829","1509","989"
"2025-02","중앙로역","승차","112","0","0","0","12","628","1097","3159","6942","3901","4777","6585","8556","11228","13414","16242","17956","20708","24054","15052","14149","12164","7037","4029"
"2025-02","중앙로역","하차","176","0","0","0","9","624","1305","3659","15838","10536","12246","17514","19419","18475","18017","16457","15969","17337","19838","9975","5226","3441","2283","1350"
"2025-02","지족역","승차","29","0","0","0","40","606","1397","3359","5750","3214","2764","3080","3217","3304","3220","3401","3398","5169","9697","2653","1900","1664","1036","669"
"2025-02","지족역","하차","362","0","0","0","39","245","879","2546","12347","3444","1971","2073","2496","2376","2411","2692","3342","4250","5257","3045","2392","2496","2399","1466"
"2025-02","탄방역","승차","3","0","0","0","1","925","2407","5104","10647","5702","5200","6660","6112","6325","6944","8230","8247","12032","17277","5679","4296","4384","4384","1133"
"2025-02","탄방역","하차","3","0","0","0","0","911","2310","6276","23468","9557","6234","5504","5987","8882","6866","6626","6504","8521","12878","6233","3987","3801","2867","2000"
"2025-02","판암역","승차","13","0","0","0","51","2187","3612","9832","15305","8145","6684","6572","7244","7287","6093","5951","5922","6902","7625","2966","2200","1587","1071","465"
"2025-02","판암역","하차","812","0","0","0","18","317","1214","2947","6140","3015","3672","4256","4629","5230","5734","7056","7954","8648","12436","6043","4833","5042","4697","1944"
"2025-02","현충원역","승차","7","0","0","0","1","310","749","2693","6252","2965","3234","3077","3515","4323","3728","3376","3843","4226","4258","1800","1235","1122","513","136"
"2025-02","현충원역","하차","95","1","0","0","0","116","743","1471","3734","2703","2383","2696","2132","2133","2017","2262","2751","3240","4369","2136","1899","1737","1739","808"
"2025-03","갈마역","승차","14","0","0","0","0","1890","2915","6908","11971","6836","5164","5170","4875","5210","4558","4795","5334","5749","5567","3242","2479","2349","1293","970"
"2025-03","갈마역","하차","419","0","0","0","0","564","1028","1882","3745","2885","2941","3707","4842","4793","4974","5587","7027","8534","11371","6690","4882","4831","4051","2964"
"2025-03","갑천역","승차","11","0","0","0","0","421","887","2341","5126","2152","1462","1458","1528","1735","1585","1632","1551","2327","2531","1203","885","700","308","179"
"2025-03","갑천역","하차","75","0","0","0","0","153","514","1111","2516","1249","1301","1388","1666","1549","1567","1776","2041","2257","3730","2085","1474","1494","1107","761"
"2025-03","구암역","승차","8","0","0","0","1","1082","2021","5373","10001","5348","4820","5549","5451","5978","5906","6534","6864","6750","7220","4264","3001","2050","1255","465"
"2025-03","구암역","하차","220","0","0","0","2","297","1549","3755","6003","5071","4944","5645","5622","5333","5443","5634","6203","7575","9288","4616","3535","3631","2648","1451"
"2025-03","노은역","승차","70","0","0","0","1","969","2332","7802","12352","6746","5923","6344","6932","6512","6163","7651","8628","9318","10893","6251","5484","5472","4108","1951"
"2025-03","노은역","하차","555","0","1","0","0","380","996","4677","8341","6754","5359","5542","5732","7182","7965","8590","10845","11589","16287","8839","5712","5425","4749","2679"
"2025-03","대동역","승차","39","5","0","1","7","2283","3490","9992","15474","7956","6372","6100","7442","6883","6517","8645","11616","10594","10811","4816","3093","3486","1930","1070"
"2025-03","대동역","하차","497","5","0","1","6","586","853","5462","11194","5636","4593","4194","5453","5048","5515","6730","7976","9019","12981","6613","5714","5889","5447","3710"
"2025-03","대전역","승차","74","0","0","0","33","618","2952","12138","18415","18256","19743","20988","22094","21594","24052","27982","30037","30268","28699","21721","17969","17622","13266","6551"
"2025-03","대전역","하차","148","0","0","0","34","3283","9774","18912","25875","21995","21599","24826","21005","23178","23458","24049","25461","23550","24325","14504","12780","8832","3787","1523"
"2025-03","반석역","승차","10","0","0","0","7","1746","5275","20972","29207","16434","11154","10728","10651","10768","9284","10432","12504","15311","19314","9392","7082","6857","5580","2832"
"2025-03","반석역","하차","902","0","1","0","6","943","4153","9583","14138","7056","5789","6826","8251","9031","9703","12347","15758","21375","27089","12424","10213","11126","9673","4462"
"2025-03","서대전네거리역","승차","33","0","0","0","57","2657","3892","11737","20820","9429","9097","10093","9905","10051","9243","10317","11570","12591","14293","7466","5594","4632","3428","2144"
"2025-03","서대전네거리역","하차","399","1","0","0","36","1000","2003","5676","15223","9312","7345","8610","9050","10169","9292","10756","13486","15525","23231","11102","7783","7659","6562","3458"
"2025-03","시청역","승차","38","2","4","0","18","992","2513","5658","10238","7373","7841","9899","10513","10850","11182","13111","15717","21624","33636","13268","13669","12699","13416","5816"
"2025-03","시청역","하차","320","2","0","0","19","1418","3605","12132","40597","17673","10823","10323","10732","12170","12191","12786","15760","17294","22117","10705","6656","5894","4054","2667"
"2025-03","신흥역","승차","3","0","0","0","0","1650","2459","9123","12233","5412","3607","3134","3341","3219","2692","2361","2903","3197","3328","1617","1146","698","530","201"
"2025-03","신흥역","하차","193","0","0","0","0","215","559","1193","1948","1317","1598","1965","2471","2494","2761","3901","5111","5848","9542","5193","3486","3861","3297","1767"
"2025-03","오룡역","승차","3","0","0","0","9","1987","3040","8869","18681","7519","5643","6183","6440","6286","5988","5710","7659","8802","15579","4796","2940","2436","1566","895"
"2025-03","오룡역","하차","49","0","0","0","0","469","1440","4163","13624","6387","4320","4216","4392","4866","4853","6243","7344","8962","13833","6085","4741","4599","3919","2772"
"2025-03","용문역","승차","10","0","0","0","47","2954","5065","12232","25447","11516","10302","11371","12435","14140","13011","12881","14226","14582","13592","7807","7226","7872","4171","3231"
"2025-03","용문역","하차","10","0","0","0","41","597","2094","5684","15120","12775","10569","12109","10652","11208","11482","13214","14479","17254","26829","14649","9277","8945","6220","3850"
"2025-03","월드컵경기장역","승차","10","0","0","0","5","584","1948","5978","10803","5075","4367","4158","3864","4539","3967","4719","6173","5513","8051","3120","2140","1988","1003","328"
"2025-03","월드컵경기장역","하차","461","0","0","0","0","344","1311","3845","5471","3280","2845","3048","3496","3839","3499","4635","5317","5723","8329","4205","3289","3465","2937","1636"
"2025-03","월평역","승차","56","0","0","0","11","1610","2966","6484","12530","6786","5309","5425","5787","6094","6093","6372","6980","7644","9279","4667","3525","3218","2501","1241"
"2025-03","월평역","하차","387","0","0","0","5","354","762","2662","7511","5727","4632","4870","5765","5708","5889","6987","7478","9227","12491","6493","5706","6011","4898","3294"
"2025-03","유성온천역","승차","151","0","0","0","8","2839","5881","17124","30797","14884","13503","14207","16298","17187","17469","19098","22355","23462","24248","13479","11659","10819","6840","4640"
"2025-03","유성온천역","하차","759","0","0","0","6","2155","3640","8666","21842","17091","14009","14906","15304","16189","16998","17058","21451","25993","37545","19267","14003","14040","12125","7306"
"2025-03","정부청사역","승차","7","0","0","0","9","967","1842","5343","8930","6538","6775","8078","8405","9016","10527","13416","15927","22871","37768","12228","9793","7782","4714","1725"
"2025-03","정부청사역","하차","517","0","0","0","3","1964","4357","12995","51752","16672","10404","9220","10241","10603","10336","9968","10762","11954","13346","7231","4998","4982","3398","1744"
"2025-03","중구청역","승차","2","0","0","0","9","589","1361","3639","6360","2963","2766","3289","3646","3509","3644","4645","5944","6773","8646","2682","2287","1948","1518","545"
"2025-03","중구청역","하차","106","0","0","0","9","471","1158","4624","11759","5233","3435","3661","3825","4208","3692","3706","3675","4345","6243","2666","2001","2165","1655","1185"
"2025-03","중앙로역","승차","111","0","0","0","5","777","1212","3922","7352","4322","4805","6521","8520","10776","12349","15384","18320","20317","24007","14664","14660","13046","7463","3904"
"2025-03","중앙로역","하차","193","0","0","0","3","756","1581","4485","16176","11296","11787","15951","17472","17449","16784","16154","16238","18033","20340","10683","5690","3999","2495","1321"
"2025-03","지족역","승차","34","0","0","0","5","717","1675","4158","5793","3695","2879","3153","3406","3365","3395","4283","4638","5551","9914","2823","2048","1900","1081","635"
"2025-03","지족역","하차","395","0","0","0","4","314","957","3042","12390","3625","2405","2254","2808","2714","2553","3127","3920","4738","5619","3382","2620","2711","2540","1595"
"2025-03","탄방역","승차","2","0","0","0","1","1057","2732","6183","11174","6412","5818","7293","6419","6712","7281","8485","8137","11908","17262","5659","4526","5088","4586","1067"
"2025-03","탄방역","하차","5","0","0","0","0","1041","2542","6922","24452","10485","6940","6144","6149","7784","6824","7102","8017","9656","14935","7029","4452","4210","3102","2231"
"2025-03","판암역","승차","6","0","0","0","33","2445","4456","11807","16812","9653","7174","6850","7830","7284","6513","6629","7299","8004","8192","3435","2501","1809","1216","514"
"2025-03","판암역","하차","843","0","0","0","14","350","1381","3711","6969","3530","4177","4627","4994","5714","6070","8077","9510","10008","13272","7028","5455","5937","5108","2042"
"2025-03","현충원역","승차","13","0","0","0","0","337","888","3203","6434","3393","3455","3801","4771","5175","4844","5572","7120","7316","6021","2749","2087","1993","974","245"
"2025-03","현충원역","하차","105","0","0","0","2","140","878","3039","7112","6987","3473","3773","3535","4118","2307","2684","3128","4025","4861","2285","2151","2097","2031","842"
"2025-04","갈마역","승차","43","0","0","0","3","1896","3277","7563","13200","6646","5038","4809","4603","4930","4339","4848","5044","5648","5482","3218","2504","2298","1333","862"
"2025-04","갈마역","하차","426","0","0","0","2","653","1088","2221","4062","3079","3068","3698","4672","4772","4917","5667","6772","8417","11408","6740","4862","4788","4351","2687"
"2025-04","갑천역","승차","12","0","0","0","0","439","1026","2612","5565","2158","1401","1341","1500","1624","1496","1647","1651","2331","2650","1155","990","728","366","217"
"2025-04","갑천역","하차","88","0","0","0","0","246","642","1163","2817","1378","1424","1322","1744","1610","1593","1806","2104","2303","4053","2114","1451","1457","1139","774"
"2025-04","구암역","승차","9","0","0","0","5","1143","2263","5849","10821","5339","5090","5287","5338","5799","5496","6219","6562","6722","7264","4059","2984","1977","1227","421"
"2025-04","구암역","하차","221","0","0","0","5","321","1707","4105","6743","5214","5257","5519","5213","5185","5077","5584","6082","7307","9761","4510","3373","3630","2455","1496"
"2025-04","노은역","승차","79","0","0","0","0","1062","2703","8273","13180","6953","6005","6177","6621","6401","6032","7462","8415","9175","10510","6041","5402","5113","4097","1859"
"2025-04","노은역","하차","491","0","0","0","0","430","1099","5099","8894","7052","5318","5117","5922","7355","7648","8583","10049","11331","16462","8443","5504","5171","4751","2592"
"2025-04","대동역","승차","49","0","0","0","0","2431","3682","10854","16419","8288","6349","6200","7325","7039","6372","8415","11506","10555","10564","4790","3162","3662","1974","1219"
"2025-04","대동역","하차","531","0","0","0","0","561","957","6191","11800","6088","4731","4341","5395","5259","5455","6763","7787","8826","13074","6474","5387","5980","5239","3532"
"2025-04","대전역","승차","49","0","0","0","45","619","3620","12899","18568","16960","18513","18899","20386","19915","22910","25764","28227","28950","28758","21007","16720","15874","12625","6187"
"2025-04","대전역","하차","123","0","0","0","45","3846","11152","21027","27797","21730","21128","22788","19871","21633","21886","22730","24370","22522","23886","13409","10879","8116","3828","1563"
